no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,lead_time,avg_price_per_room,booking_status
2,0,0,2,0,0,0,4,15,0,0,0,0,0.46,-0.36,0
2,0,2,3,0,0,0,8,19,0,0,0,1,2.66,-0.86,0
1,0,0,2,0,0,1,5,27,0,0,0,0,-0.99,2.17,1
2,1,0,3,0,0,0,7,29,0,0,0,1,0.46,-0.9,0
2,0,2,4,1,0,0,12,4,0,0,0,0,0.48,-0.96,1
1,0,0,1,0,0,0,1,26,1,0,8,0,-1.01,-1.23,0
2,0,1,3,0,0,0,11,3,0,0,0,1,0.39,-0.49,0
2,0,2,1,0,0,0,3,5,0,0,0,1,-0.56,-0.68,0
1,0,2,0,0,0,0,11,13,0,0,0,2,-1,-0.09,0
1,0,2,8,0,0,0,11,1,0,0,0,0,-0.48,-0.14,1
2,0,2,5,0,0,1,8,13,0,0,0,0,1.5,-0.87,1
1,0,2,0,0,0,0,5,29,0,0,0,1,-0.91,-0.27,0
2,0,1,2,0,0,3,10,2,0,0,0,1,1.7,-1.26,0
2,0,0,1,1,0,0,2,20,0,0,0,0,-0.96,-0.83,0
2,0,1,3,1,0,0,12,26,0,0,0,2,0.11,-0.41,0
2,0,0,3,0,0,1,5,12,0,0,0,1,0.46,0.49,0
2,1,1,1,0,1,0,2,27,0,0,0,1,-0.59,0.05,0
1,0,0,1,0,0,0,1,15,0,0,0,0,-0.9,-1.02,0
2,0,1,0,1,0,0,10,2,0,0,0,1,-0.54,-0.26,1
2,0,1,0,1,0,0,5,2,0,0,0,1,0.45,0.72,0
2,1,0,2,0,0,0,7,12,0,0,0,1,0.15,0.49,0
2,0,0,4,1,0,0,10,28,0,0,0,0,-0.93,0.11,0
1,0,1,0,0,0,0,10,17,1,0,1,0,-1.02,-0.33,0
3,0,1,5,0,0,1,9,20,0,0,0,0,0.47,1.74,1
1,0,0,1,0,0,0,10,25,0,0,0,0,-0.97,-0.06,0
2,0,0,1,0,0,0,12,27,0,0,0,1,1.5,-0.77,0
2,2,1,2,0,0,2,10,28,0,0,0,1,0.14,1.76,1
2,0,0,3,0,0,1,9,29,0,0,0,2,0.56,1.04,0
2,0,1,2,0,0,0,8,5,0,0,0,0,0.81,-1.04,0
2,0,1,0,0,0,0,5,29,0,0,0,1,-0.9,0.45,0
2,0,0,1,1,0,0,2,13,0,0,0,0,-0.59,-1.18,1
1,0,1,0,0,0,0,8,31,0,0,0,0,-0.97,-1.26,0
2,0,1,1,0,0,0,9,5,0,0,0,0,-1.02,1.29,0
1,0,1,1,2,0,0,7,30,0,0,0,0,2.63,-0.49,0
2,0,0,2,0,0,1,4,28,0,0,0,1,0.12,0.6,0
2,0,1,1,0,0,3,12,5,0,0,0,0,-1.02,-0.99,0
2,1,1,2,0,0,0,9,16,0,0,0,1,0.4,1.24,1
2,0,0,3,1,0,0,12,8,0,0,0,0,-0.57,-0.55,1
2,0,0,3,0,0,0,8,9,0,0,0,0,1.44,-0.29,1
1,0,2,1,0,0,0,6,19,0,0,0,0,-0.56,-0.77,1
2,0,0,3,0,0,0,2,4,0,0,0,0,-1.02,-0.23,0
2,0,1,2,0,0,1,3,11,0,0,0,0,-0.93,0.56,1
2,0,0,1,0,0,1,1,15,1,11,5,1,-0.96,-0.51,0
2,0,0,4,0,0,1,10,20,0,0,0,0,-0.76,-0.95,0
1,0,0,3,0,0,0,9,15,0,0,0,1,-0.85,0.25,0
2,1,0,2,0,0,0,7,14,0,0,0,1,0.65,0.76,0
1,0,0,2,0,0,0,11,8,0,0,0,0,-0.87,1.98,0
1,0,0,2,0,0,0,1,19,0,0,0,0,-0.59,-1.07,0
2,1,1,4,0,0,0,10,17,0,0,0,0,1.71,0.01,1
2,0,0,2,0,0,0,3,25,0,0,0,0,-0.09,0.12,0
2,0,0,3,2,0,0,5,3,0,0,0,1,0.05,0.35,0
2,0,2,2,0,0,0,9,18,0,0,0,0,-0.7,0.47,1
2,0,0,4,0,0,1,4,12,0,0,0,1,-0.45,0.26,0
2,0,0,1,1,0,0,8,7,0,0,0,2,-1.01,-0.77,0
2,0,0,2,2,0,0,8,14,0,0,0,0,-0.55,0.1,0
2,2,0,3,0,0,0,9,15,0,0,0,0,1.11,1.15,1
2,0,1,2,0,0,0,11,4,0,0,0,0,2.68,-0.52,1
2,0,1,3,1,0,0,6,23,0,0,0,0,1.81,-0.17,1
2,0,2,1,0,0,1,2,20,0,0,0,1,0.82,-1.35,0
1,0,2,8,0,0,0,7,5,0,0,0,1,1.47,-0.46,1
1,0,0,3,0,0,0,5,31,0,0,0,0,0.35,-0.18,1
1,0,0,2,2,0,0,9,16,0,0,0,0,-0.33,-0.46,0
2,0,0,2,0,0,0,6,8,0,0,0,1,-0.88,0.47,1
1,0,2,1,0,0,0,10,11,0,0,0,1,-0.95,-0.27,0
2,0,0,1,0,0,0,9,29,0,0,0,0,-0.89,1.15,0
2,0,0,4,1,0,0,8,31,0,0,0,0,-0.22,0.46,0
1,0,0,2,0,0,0,10,2,0,0,0,0,0.97,-0.18,0
2,0,0,4,0,0,1,4,6,0,0,0,1,-0.16,0,0
2,0,2,5,0,0,1,4,16,0,0,0,0,-0.9,0.71,1
3,0,2,5,0,0,1,6,13,0,0,0,2,0.32,1.38,1
2,1,2,4,0,0,0,4,9,0,0,0,2,0.2,-0.63,0
2,0,0,1,1,0,0,2,12,0,0,0,1,-0.85,-0.83,1
2,0,1,2,0,0,0,4,4,0,0,0,0,0.2,-0.8,1
2,0,2,5,1,0,0,5,22,0,0,0,0,0.03,-0.64,0
2,1,2,2,0,0,0,8,13,0,0,0,1,1.08,0.28,1
2,0,0,3,0,0,0,3,24,0,0,0,0,0.51,-1.57,0
3,0,2,2,2,0,1,3,20,0,0,0,1,-0.51,2.3,0
2,0,2,0,2,0,0,4,17,0,0,0,0,2.32,0.13,1
2,0,1,2,1,0,0,4,15,0,0,0,0,-1.02,-0.52,0
2,0,2,1,1,0,0,2,13,0,0,0,0,-0.9,-0.83,1
2,0,0,4,1,0,0,2,24,0,0,0,1,-0.8,-0.83,1
2,0,1,1,0,0,0,9,21,0,0,0,0,-0.29,-1.26,0
1,0,1,5,0,0,0,10,4,0,0,0,0,3.22,-0.8,1
2,0,2,2,1,0,0,12,9,0,0,0,1,-0.51,-0.96,0
2,0,0,2,2,0,0,7,17,0,0,0,0,2.29,0.1,1
1,0,1,0,0,0,0,9,12,0,0,0,1,-0.97,0.13,0
2,0,0,3,2,0,1,4,21,0,0,0,0,-0.94,2.11,0
2,0,1,1,0,0,0,8,29,0,0,0,0,-0.42,0.12,0
2,0,1,1,0,0,1,10,8,0,0,0,1,-0.4,1.04,0
2,0,0,1,0,1,0,8,6,0,0,0,2,-1,2.26,0
1,0,0,2,0,0,0,5,31,0,0,0,0,-0.95,-0.33,0
2,0,2,5,0,0,0,8,14,0,0,0,1,-0.97,0.01,0
2,1,0,3,2,0,0,6,16,0,0,0,2,0.8,-0.49,0
2,0,2,1,0,0,1,9,11,0,0,0,2,-0.9,1.8,0
2,0,2,1,2,0,0,8,15,0,0,0,0,0.57,-0.35,1
2,0,0,1,0,0,0,9,24,0,0,0,0,-0.93,0.84,0
2,0,0,2,0,0,0,8,18,0,0,0,0,-0.89,-0.95,1
2,0,2,0,0,0,0,11,13,0,0,0,0,-0.44,-0.95,0
1,0,0,1,1,0,0,10,25,0,0,0,1,-1.02,-0.65,1
2,0,1,2,1,1,0,11,11,0,0,0,1,-0.28,-0.27,0
3,0,1,2,0,0,0,7,18,0,0,0,2,0.05,-0.27,0
1,0,0,2,0,0,0,6,8,0,0,0,0,-1.02,0.13,0
2,0,1,0,1,0,0,8,1,0,0,0,0,-1.02,-1.44,0
2,0,1,2,0,0,3,7,25,0,0,0,0,0.46,-0.25,1
2,0,2,4,1,0,0,11,4,0,0,0,2,-0.16,0.44,0
3,0,1,0,0,1,1,7,24,0,0,0,2,-0.16,1.26,0
2,2,1,2,0,0,2,3,28,0,0,0,1,-0.32,1.48,0
2,0,2,3,0,0,0,4,15,0,0,0,2,-0.72,0.17,0
2,0,0,3,1,0,0,9,15,0,0,0,3,-0.76,1.03,0
2,0,0,2,2,0,0,7,21,0,0,0,0,2.52,0.28,1
2,0,0,1,0,0,0,8,12,0,0,0,0,1.66,-0.8,1
1,0,0,3,0,0,0,5,5,0,0,0,0,0.25,0.36,1
3,0,0,1,0,0,1,8,17,0,0,0,3,0.54,1.26,0
2,0,2,3,0,0,0,4,2,0,0,0,1,-0.2,-0.49,0
2,0,0,3,0,0,0,3,15,0,0,0,1,-1.01,-0.8,0
2,1,2,1,0,0,0,6,26,0,0,0,0,0.31,-0.33,1
2,0,1,3,0,0,1,9,26,0,0,0,0,-0.78,0.78,1
1,0,0,1,0,0,1,10,15,0,0,0,1,-1,-0.03,0
2,0,2,4,0,0,0,4,2,0,0,0,0,0.18,-1.34,0
2,0,1,0,0,0,0,7,13,0,0,0,2,0.46,-0.9,1
3,0,0,2,0,0,1,10,13,0,0,0,3,0.62,1.4,0
2,0,2,2,0,0,0,10,30,0,0,0,0,0.18,-1.26,1
2,0,0,3,0,0,1,11,10,0,0,0,1,-0.71,0.38,0
2,0,0,2,0,0,0,11,11,0,0,0,1,-0.5,0.75,0
2,0,1,1,0,0,0,10,3,0,0,0,3,0,0.4,0
1,0,0,3,0,0,0,5,17,0,0,0,0,-0.26,0.93,0
1,0,0,2,1,0,0,12,6,0,0,0,1,-1.01,-0.86,0
2,0,2,4,0,0,0,11,6,0,0,0,1,-0.72,1.93,1
2,1,0,3,0,0,0,8,2,0,0,0,1,-0.76,1.95,0
2,0,0,2,0,0,1,12,29,0,0,0,2,0.37,0.05,0
2,0,0,3,0,0,1,12,10,0,0,0,0,-0.08,-1.41,0
2,0,1,3,0,0,0,3,7,0,0,0,0,-0.68,-0.58,0
2,0,2,3,0,0,0,5,1,0,0,0,1,0.31,0.11,0
1,0,0,1,1,0,0,8,24,0,0,0,0,-1.01,-0.76,0
1,0,0,1,0,0,0,1,14,0,0,0,0,-1,-1.23,0
2,0,1,2,0,0,0,10,7,0,0,0,0,3.08,-0.8,1
2,1,0,1,0,0,0,8,30,0,0,0,1,-0.77,1.06,0
2,0,2,0,0,0,0,4,24,0,0,0,0,0.75,-0.33,1
2,0,1,2,0,0,0,10,9,0,0,0,0,-0.38,-0.35,0
2,0,2,4,0,0,0,11,30,0,0,0,1,-0.67,-0.06,0
1,0,0,1,1,0,0,4,5,0,0,0,0,-1.02,-0.52,0
2,0,0,1,0,0,0,3,26,0,0,0,1,-0.21,-0.51,0
2,0,2,7,0,0,0,6,28,0,0,0,1,0.93,-1.21,0
2,0,0,3,1,0,0,7,19,0,0,0,1,0.97,-0.53,0
2,0,0,4,0,0,0,9,16,0,0,0,0,0.99,-0.38,1
1,0,0,2,2,0,0,7,21,0,0,0,0,2.52,-0.49,0
1,0,0,2,0,0,0,10,2,0,0,0,0,0.97,-0.18,0
2,0,3,5,0,0,1,7,11,0,0,0,1,0.3,0.23,0
2,0,1,3,1,0,0,8,10,0,0,0,1,-0.99,-0.77,0
1,0,0,2,0,0,0,10,2,0,0,0,0,0.97,-0.18,0
2,0,2,2,0,0,0,9,5,0,0,0,1,-0.66,-0.35,0
2,0,0,3,0,0,1,10,18,0,0,0,2,-0.2,0.82,0
3,0,0,3,0,0,0,3,10,0,0,0,1,-0.85,-0.12,0
2,0,0,2,0,0,3,7,20,0,0,0,0,0.5,-1.04,1
2,0,1,2,0,0,0,4,25,0,0,0,1,0.59,-0.77,0
2,0,0,4,0,0,0,5,3,0,0,0,0,0.31,0.03,1
2,0,1,3,0,0,0,3,14,0,0,0,1,-0.45,-0.88,0
1,0,0,1,1,0,0,6,30,0,0,0,0,-1,0.65,0
2,0,1,0,0,0,0,2,21,0,0,0,1,-0.74,-0.46,1
3,0,2,3,0,1,1,8,14,0,0,0,2,0.93,1.24,1
2,0,1,2,0,0,0,1,8,0,0,0,1,-0.63,-1.48,0
2,0,0,1,0,0,1,3,1,0,0,0,1,-0.65,0.02,1
3,0,0,1,0,0,0,12,27,0,0,0,1,-0.84,-1.26,0
1,0,1,2,0,0,0,6,10,0,0,0,0,-0.33,-0.94,0
2,0,1,2,0,0,0,7,18,0,0,0,1,0.34,-0.01,0
2,0,2,1,0,0,0,10,16,0,0,0,1,-0.73,-0.64,0
2,0,1,2,0,0,0,6,10,0,0,0,0,-0.99,-0.47,0
2,2,1,1,0,0,0,8,6,0,0,0,1,-0.25,2.91,0
2,0,0,2,1,0,0,12,9,0,0,0,1,-0.03,-0.82,0
2,0,2,4,0,0,0,9,29,0,0,0,0,2.17,-0.17,1
2,0,1,3,1,0,0,7,7,0,0,0,1,1.21,-0.77,0
2,0,1,5,1,0,1,9,8,0,0,0,0,-0.87,-0.64,0
1,0,1,0,0,0,0,11,29,0,0,0,0,-0.7,-1.26,0
2,0,1,1,0,0,1,6,4,0,0,0,0,-0.45,0.79,1
2,0,0,2,0,0,0,9,23,0,0,0,1,0.69,0.56,0
2,0,0,2,1,0,0,10,12,0,0,0,1,-1.01,-0.18,0
2,0,0,3,0,0,4,5,5,0,0,0,0,-1.01,0.41,0
2,0,2,3,0,0,0,7,1,0,0,0,1,-0.45,0.37,0
2,0,0,3,0,0,0,10,12,0,0,0,0,2.37,0.13,1
1,0,0,1,0,0,0,10,7,0,0,0,0,-0.89,1.15,0
2,0,0,2,1,0,0,8,10,0,0,0,0,-1,-0.33,0
2,0,2,2,0,0,0,7,1,0,0,0,0,-0.72,-1.04,0
2,0,4,6,0,0,0,8,6,0,0,0,1,1.25,-0.2,1
1,0,0,2,0,0,0,4,20,0,0,0,0,-0.95,-0.33,0
3,0,1,2,0,0,1,8,29,0,0,0,1,-0.68,1.54,1
2,0,0,4,0,0,0,8,31,0,0,0,0,-1.02,-0.33,0
2,0,0,2,0,0,1,9,13,0,0,0,1,-0.96,2.41,0
2,0,1,4,1,0,0,3,7,0,0,0,0,-0.99,-0.47,1
1,0,2,2,0,0,0,3,11,0,0,0,0,-0.91,-1.58,0
2,0,1,3,0,0,0,12,29,0,0,0,1,1.95,1.24,0
2,0,1,4,0,1,0,8,5,0,0,0,1,-0.02,-0.9,0
2,0,2,1,0,0,0,4,23,0,0,0,1,-0.49,-0.33,0
2,0,0,2,0,0,0,1,22,0,0,0,1,-1,-0.55,0
2,0,0,1,0,1,0,4,1,0,0,0,0,-0.21,0.1,0
2,0,2,2,0,0,1,8,28,0,0,0,0,-0.29,0.18,0
2,0,2,5,0,0,0,10,11,0,0,0,3,-0.14,-0.51,0
2,0,1,4,0,0,0,12,19,0,0,0,0,-1.02,-0.71,0
2,2,0,1,0,0,2,8,4,0,0,0,1,1.49,1.93,1
1,0,1,3,0,0,0,10,19,1,1,0,1,-0.91,0.44,0
2,1,2,1,0,0,0,11,19,0,0,0,2,-0.96,0.06,0
2,1,2,4,0,0,0,12,23,0,0,0,0,1.66,-0.97,1
2,0,0,2,0,0,0,2,5,0,0,0,1,-0.93,-0.39,0
1,0,1,2,0,0,0,2,22,0,0,0,0,-0.95,-0.39,0
2,0,2,1,0,0,1,5,29,0,0,0,1,-0.97,0.93,0
2,0,1,2,0,0,0,9,19,0,0,0,0,2.38,0.13,1
2,0,0,5,1,0,0,3,22,0,0,0,0,-0.95,-0.52,0
1,0,0,1,0,0,0,3,23,0,0,0,1,-1.01,-0.3,0
2,2,0,3,0,0,2,9,20,0,0,0,0,-0.36,3.15,1
2,0,0,2,0,0,1,3,17,0,0,0,1,-0.95,0.56,0
1,0,2,7,0,0,0,7,15,0,0,0,1,0.3,-1.17,1
2,0,2,0,0,0,0,4,17,0,0,0,0,-0.59,-0.15,1
2,2,2,3,0,0,2,3,18,0,0,0,0,-0.93,3.36,1
2,0,0,2,0,0,1,2,5,0,0,0,1,-0.63,-0.51,0
3,0,1,2,0,0,2,9,26,0,0,0,5,-0.99,4.97,0
2,1,0,2,0,0,1,6,17,0,0,0,2,-0.74,1.69,0
2,0,0,3,2,0,0,12,31,0,0,0,0,0,-0.17,0
2,0,0,3,0,0,0,8,2,0,0,0,0,1.1,-0.01,1
2,0,1,1,0,1,3,12,28,0,0,0,0,-0.51,-0.16,0
1,0,0,1,0,0,0,6,7,0,0,0,0,0.42,0.13,0
2,0,2,4,0,0,0,8,20,0,0,0,1,-0.95,-0.24,0
2,0,2,2,0,0,0,6,17,0,0,0,1,-0.16,-0.77,0
2,0,0,3,0,0,0,12,29,0,0,0,1,-0.83,0.99,0
2,0,0,2,0,0,0,7,28,0,0,0,1,1.24,-0.29,1
2,0,0,1,1,0,0,6,30,0,0,0,0,-0.95,1.03,1
2,0,1,1,0,0,0,9,5,0,0,0,3,-0.25,-0.22,0
2,0,0,3,0,0,0,5,4,0,0,0,0,0.23,-0.8,0
2,0,0,1,0,0,1,5,21,0,0,0,1,-0.76,1.83,0
2,0,2,2,0,0,0,12,4,0,0,0,1,-0.23,-1.17,0
2,0,0,3,0,0,1,3,30,0,0,0,0,0.47,0.14,1
2,0,1,2,0,0,0,12,18,0,0,0,0,-0.73,-1.61,0
3,0,0,3,0,0,1,7,26,0,0,0,0,-0.17,0.99,1
2,1,0,3,0,0,0,8,26,0,0,0,0,-1.01,-0.2,0
1,0,0,1,0,0,0,9,28,0,0,0,1,-0.27,-0.14,0
2,0,3,9,0,0,0,8,3,0,0,0,0,1.1,-1.04,0
2,0,1,3,0,0,0,8,15,0,0,0,1,1.53,-0.46,0
2,0,0,1,0,0,0,5,24,0,0,0,0,-1.02,1.09,0
1,0,0,1,0,0,0,10,6,1,0,1,1,-0.93,-1.26,0
2,0,0,2,0,0,0,7,19,0,0,0,1,0.4,-0.01,0
1,0,0,2,0,0,0,4,15,0,0,0,0,0.42,-0.46,0
2,0,2,1,0,0,1,5,8,0,0,0,1,-0.89,0.62,0
1,0,0,1,0,0,0,2,19,0,0,0,0,0.18,-0.77,0
2,0,0,1,1,0,0,3,2,0,0,0,1,-0.94,-0.77,0
2,0,2,3,0,0,0,4,15,0,0,0,1,-0.67,-0.09,0
2,0,2,3,0,0,0,12,30,0,0,0,0,2.41,-0.71,1
2,0,0,1,1,1,0,1,16,1,11,10,1,-1,-0.61,0
2,0,0,3,0,0,0,10,25,0,0,0,0,-0.67,-0.64,0
2,0,1,2,0,0,0,11,4,0,0,0,0,2.68,-0.52,1
2,0,2,4,0,0,3,10,23,0,0,0,1,2.52,-0.74,0
2,0,0,1,0,0,0,10,7,0,0,0,1,-0.77,-0.64,0
2,0,2,3,0,0,0,11,11,0,0,0,1,-0.37,-0.88,0
2,0,0,1,0,0,0,9,27,0,0,0,0,-1.02,1.67,0
2,0,0,3,0,0,0,11,26,0,0,0,0,-0.95,-1.57,0
2,0,1,2,0,0,0,9,9,0,0,0,0,1.38,-0.49,1
1,0,0,2,0,0,0,8,26,0,0,0,0,-0.76,-1.26,0
2,0,0,1,0,0,3,8,11,0,0,0,0,1.67,-0.59,1
2,0,0,4,1,0,0,8,24,0,0,0,0,1.13,-0.71,1
3,0,0,1,0,0,1,3,22,0,0,0,1,-0.51,0.79,0
1,0,2,2,0,0,0,2,27,0,0,0,0,0.37,-0.92,0
2,0,0,2,2,0,0,10,16,0,0,0,0,0.22,-0.13,1
2,0,1,1,0,0,0,10,10,0,0,0,0,1.09,-1.1,1
2,0,1,3,0,0,0,9,26,0,0,0,0,2.01,-0.33,1
2,0,0,3,0,1,1,2,3,0,0,0,0,-0.67,-0.03,0
2,0,2,3,0,0,1,12,26,0,0,0,1,0.09,-1.41,0
2,0,2,2,0,0,0,7,23,0,0,0,0,0.62,-0.2,1
1,0,1,3,0,0,0,4,4,0,0,0,0,-0.96,-0.33,1
2,0,0,1,0,0,0,5,25,0,0,0,0,-0.62,0.1,0
2,0,0,1,0,0,0,2,26,0,0,0,0,-1,-0.39,0
2,0,0,2,2,0,0,8,14,0,0,0,0,-1.02,0.1,0
2,0,0,3,0,0,0,5,31,0,0,0,0,-0.88,0.17,1
2,0,2,2,0,0,0,8,5,0,0,0,0,0.99,-0.2,1
2,0,2,3,0,0,0,1,8,0,0,0,0,-0.94,-1.06,0
1,0,0,3,0,0,0,2,2,0,0,0,0,-0.95,-1.33,0
2,0,1,2,0,0,0,3,7,0,0,0,0,-0.6,-0.74,1
3,0,0,2,0,0,1,9,7,0,0,0,2,-0.39,1.35,0
2,0,2,2,0,0,0,5,14,0,0,0,2,-0.08,0.43,0
2,0,2,3,1,0,0,10,20,0,0,0,0,2.34,-0.67,1
2,0,0,1,1,0,0,5,25,0,0,0,0,-0.93,0.41,0
2,0,0,3,0,0,0,10,12,0,0,0,0,2.37,0.13,1
2,0,2,5,0,0,1,11,11,0,0,0,4,-0.38,-0.24,0
2,0,0,2,1,0,0,7,6,0,0,0,1,-0.76,1.03,0
1,0,0,1,0,0,0,10,30,0,0,0,0,-0.91,-0.33,0
1,0,1,1,0,0,0,6,6,0,0,0,0,0.41,0.13,0
2,0,0,3,1,0,0,8,18,0,0,0,1,1.89,-0.63,1
2,0,2,3,2,0,0,10,6,0,0,0,3,1.44,0.91,0
2,0,1,0,1,0,0,5,23,0,0,0,1,0.14,0.32,0
1,0,0,3,0,0,0,10,20,0,0,0,1,1.47,-0.32,1
2,0,0,3,2,0,0,9,23,0,0,0,0,-0.61,3.67,1
2,0,2,8,0,0,0,9,10,0,0,0,1,-0.82,-0.07,1
2,0,1,0,0,0,0,10,16,0,0,0,0,2.45,-0.49,1
1,0,0,1,0,0,1,11,8,0,0,0,0,-0.95,-0.36,0
1,0,2,3,0,0,0,10,14,0,0,0,0,3.34,-1.1,0
1,0,0,2,0,0,0,11,20,0,0,0,0,-0.63,-1.01,0
2,0,0,3,1,0,0,4,14,0,0,0,1,-0.1,-0.35,0
2,0,1,0,1,0,0,10,9,0,0,0,1,0.22,0.07,0
2,0,1,2,0,0,0,11,21,0,0,0,0,1.26,-1.36,0
2,0,0,2,0,0,0,7,21,0,0,0,0,-0.85,-0.02,0
2,0,1,5,0,0,1,7,5,0,0,0,1,0.35,-0.4,0
2,1,1,1,0,0,4,5,21,0,0,0,0,-0.93,2.1,0
2,0,1,1,0,0,0,10,10,0,0,0,0,1.09,-1.1,1
2,0,2,1,0,0,0,6,26,0,0,0,0,-0.54,-0.18,1
2,0,2,8,0,0,0,10,18,0,0,0,1,2.24,-1.17,0
2,0,2,1,0,0,4,9,4,0,0,0,0,0.7,-0.14,0
1,0,1,1,2,0,1,10,22,0,0,0,0,-0.16,0.64,0
2,0,2,2,0,0,1,2,6,0,0,0,2,-0.43,-0.66,0
2,0,0,1,1,0,0,10,4,0,0,0,0,1.49,-0.24,1
2,0,1,2,0,0,0,10,2,0,0,0,0,-0.99,-1.26,0
2,0,0,3,0,0,1,6,8,0,0,0,0,-0.93,1.14,1
2,0,2,1,0,0,0,12,20,0,0,0,0,-0.79,-1.48,0
2,0,1,4,2,0,0,12,26,0,0,0,1,0.29,1.62,1
2,0,2,5,0,0,1,4,6,0,0,0,1,-0.2,0.2,0
2,0,0,3,0,0,1,10,4,0,0,0,0,-0.56,0.61,1
2,1,1,2,0,0,0,6,17,0,0,0,1,2.5,-0.5,0
3,0,1,3,0,0,1,10,10,0,0,0,0,-0.76,3.31,1
3,0,2,3,0,0,1,10,14,0,0,0,2,2.09,0.84,1
2,0,1,1,0,0,0,9,21,0,0,0,0,-1.02,-1.26,0
2,0,1,1,0,0,0,5,2,0,0,0,1,1.16,-0.18,0
2,0,1,2,0,0,0,12,2,0,0,0,0,-0.21,-0.95,0
2,0,2,1,0,0,0,4,10,0,0,0,0,-0.94,-0.54,0
3,0,0,3,0,0,0,8,20,0,0,0,2,-0.88,0.59,0
2,0,1,3,1,0,0,12,15,0,0,0,0,-0.95,-1.22,0
2,0,0,4,0,0,0,2,17,0,0,0,1,-0.93,-0.38,0
2,0,0,1,0,0,0,8,13,0,0,0,0,-1.02,0.99,0
2,2,2,5,0,0,2,7,7,0,0,0,1,0.06,2.41,0
3,0,2,3,0,0,1,3,27,0,0,0,1,-0.49,0.91,1
1,0,1,0,0,0,0,3,21,1,0,13,1,-1.02,-1.26,0
2,0,0,2,2,0,0,8,14,0,0,0,0,-0.55,0.1,0
2,0,1,2,0,0,0,6,10,0,0,0,2,0.48,0.65,0
2,0,0,1,1,0,0,10,25,0,0,0,2,-1.01,0.44,0
2,0,1,4,0,0,1,7,13,0,0,0,2,0.05,0.46,0
2,0,1,0,0,0,0,5,29,0,0,0,1,0.26,-0.33,0
2,0,1,1,0,0,0,8,15,0,0,0,1,-0.85,1.4,0
2,1,0,3,0,0,0,7,29,0,0,0,1,0.46,-0.9,0
2,0,0,3,0,0,0,10,15,0,0,0,0,1.32,-1.26,1
1,0,0,2,0,0,0,6,15,0,0,0,0,1.26,0.75,1
1,0,1,0,0,1,0,10,23,0,0,0,0,-0.27,-1.2,0
1,0,2,1,0,0,0,2,28,0,0,0,0,-1.01,-1.41,1
2,0,1,4,0,0,1,8,17,0,0,0,2,0.65,0.51,0
2,0,2,3,0,0,0,4,8,0,0,0,0,2.23,-0.86,0
1,0,0,4,0,0,0,11,15,0,0,0,3,-0.88,-0.27,0
2,0,1,2,0,0,0,4,4,0,0,0,0,0.08,-0.8,1
2,0,1,2,2,0,0,10,17,0,0,0,2,-0.71,2.29,0
2,0,0,3,0,0,0,6,7,0,0,0,0,1.56,0.75,1
2,0,0,4,1,0,0,9,9,0,0,0,1,-0.84,-1.46,0
2,0,0,3,2,0,0,9,23,0,0,0,0,-0.61,3.67,1
2,0,0,2,1,0,0,2,12,0,0,0,1,-0.97,-0.55,0
2,0,1,3,1,0,0,5,2,0,0,0,1,0.43,-0.51,1
2,2,0,2,0,0,2,3,23,0,0,0,2,-1.02,2.94,0
1,0,0,2,0,0,0,12,17,0,0,0,1,-0.87,-0.83,0
1,0,0,2,0,0,0,9,24,0,0,0,0,0.02,-0.56,0
2,0,1,1,0,0,0,10,26,0,0,0,1,-0.28,-1.04,0
2,0,2,2,0,0,0,7,8,0,0,0,2,-0.68,1.16,0
2,0,1,3,0,0,0,7,7,0,0,0,1,0.25,0.26,0
2,0,1,1,1,0,0,12,24,0,0,0,0,-0.63,-0.82,1
2,0,1,1,0,0,1,10,8,0,0,0,0,1.36,0.51,1
1,0,3,5,0,0,0,5,29,0,0,0,0,-0.9,0.13,0
2,0,0,3,2,0,0,5,10,0,0,0,1,-0.16,0.62,0
2,0,1,3,1,0,0,7,25,0,0,0,1,1.03,-0.51,0
2,0,0,1,0,0,0,4,5,0,0,0,1,-0.14,-0.57,0
2,0,1,3,0,0,0,8,24,0,0,0,2,-0.96,-0.49,0
3,0,2,1,0,0,1,5,7,0,0,0,0,-0.4,1.65,1
2,0,2,1,1,0,0,9,18,0,0,0,1,-0.48,0.6,0
2,0,0,4,1,0,0,11,29,0,0,0,0,2.85,-1.3,1
1,0,2,1,0,0,0,6,19,0,0,0,0,-0.99,-0.9,0
1,0,0,2,0,0,0,10,2,0,0,0,1,-0.23,-0.18,0
2,0,2,2,0,0,1,10,1,0,0,0,0,1.01,0.51,1
3,0,2,0,0,0,1,9,25,0,0,0,2,0.62,1.74,0
2,0,0,4,0,0,0,11,2,0,0,0,2,0.59,-0.49,1
2,0,1,1,0,0,0,10,1,0,0,0,2,1.02,0.65,1
2,0,0,2,0,0,0,12,2,0,0,0,0,-0.67,-0.64,0
1,0,0,1,0,0,0,9,29,0,0,0,0,-1,0.44,0
1,0,0,2,0,0,0,11,20,0,0,0,0,-0.63,-1.01,0
2,0,1,3,2,0,0,12,1,0,0,0,2,1.35,0.01,0
2,0,0,2,2,0,0,6,15,0,0,0,1,2.09,0.28,1
